, bot1, bot2, bot3, 107305111, 107306007, 107405221, 107601127, 108102055, 108205031, 108207438, 108208117, 108303067, 108304034, 108306017, 109102027, 109204039, 109208064, 109703065, 109703066, 110703002, 110703004, 110703005, 110703006, 110703007, 110703009, 110703011, 110703012, 110703013, 110703014, 110703015, 110703017, 110703018, 110703019, 110703020, 110703021, 110703022, 110703023, 110703024, 110703025, 110703026, 110703028, 110703029, 110703037, 110703038, 110703039, 110703040, 110703041, 110703043, 110703044, 110703045, 110703046, 110703047, 110703048, 110703049, 110703050, 110703051, 110703052, 110703053, 110703054, 110703055, 110703057, 110703058, 110703059, 110703060, 110703061, 110703062, 110703064, 110703065
bot1, -, -, -, -, -, -, -, -, -, -, Tie, -, -, -, -, -, 109208064, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 110703021, -, -, -, -, -, -, -, -, 110703038, -, -, -, -, -, -, -, 110703047, -, -, -, 110703051, -, -, -, -, -, -, -, -, 110703061, -, -, -
bot2, -, -, -, -, -, -, -, -, -, -, bot2, -, -, -, -, -, 109208064, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 110703021, -, -, -, -, -, -, -, -, 110703038, -, -, -, -, -, -, -, 110703047, -, -, -, 110703051, -, -, -, -, -, -, -, -, Tie, -, -, -
bot3, -, -, -, -, -, -, -, -, -, -, Tie, -, -, -, -, -, 109208064, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 110703021, -, -, -, -, -, -, -, -, bot3, -, -, -, -, -, -, -, 110703047, -, -, -, 110703051, -, -, -, -, -, -, -, -, 110703061, -, -, -
107305111, -, -, -, -, -, -, -, -, -, -, 107305111, -, -, -, -, -, 107306007, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 107405221, -, -, -, -, -, -, -, -, 107601127, -, -, -, -, -, -, -, 108102055, -, -, -, 108205031, -, -, -, -, -, -, -, -, 108207438, -, -, -
107306007, -, -, -, -, -, -, -, -, -, -, 107306007, -, -, -, -, -, 107306007, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 107405221, -, -, -, -, -, -, -, -, 107601127, -, -, -, -, -, -, -, 108102055, -, -, -, 107306007, -, -, -, -, -, -, -, -, 107306007, -, -, -
107405221, -, -, -, -, -, -, -, -, -, -, 107405221, -, -, -, -, -, 107306007, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 107405221, -, -, -, -, -, -, -, -, 107405221, -, -, -, -, -, -, -, 108102055, -, -, -, 107405221, -, -, -, -, -, -, -, -, 107405221, -, -, -
107601127, -, -, -, -, -, -, -, -, -, -, Tie, -, -, -, -, -, 107306007, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 107405221, -, -, -, -, -, -, -, -, 107601127, -, -, -, -, -, -, -, 108102055, -, -, -, 108205031, -, -, -, -, -, -, -, -, 108207438, -, -, -
108102055, -, -, -, -, -, -, -, -, -, -, 108102055, -, -, -, -, -, 107306007, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 108102055, -, -, -, -, -, -, -, -, 107601127, -, -, -, -, -, -, -, 108102055, -, -, -, 108205031, -, -, -, -, -, -, -, -, 108102055, -, -, -
108205031, -, -, -, -, -, -, -, -, -, -, 108205031, -, -, -, -, -, 107306007, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 107405221, -, -, -, -, -, -, -, -, 107601127, -, -, -, -, -, -, -, 108205031, -, -, -, 108205031, -, -, -, -, -, -, -, -, 108205031, -, -, -
108207438, -, -, -, -, -, -, -, -, -, -, 108207438, -, -, -, -, -, 107306007, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 107405221, -, -, -, -, -, -, -, -, 107601127, -, -, -, -, -, -, -, 108102055, -, -, -, 108205031, -, -, -, -, -, -, -, -, 108207438, -, -, -
