110703002,110703002,110703002,110703002,110703002,110703002,107405221,110703002,108102055,110703002,110703002,-,110703002,108304034,110703002,109102027,110703002,110703002,109703065,110703002,-,110703002,110703005,110703002,110703002,110703009,110703011,110703002,110703002,110703014,110703002,110703017,110703018,110703002,110703002,110703002,110703002,110703002,110703002,110703002,110703002,-,110703002,-,110703039,110703002,110703041,110703002,110703002,Tie,110703046,-,110703002,110703049,110703002,110703002,110703002,110703002,110703054,110703002,110703002,110703002,110703002,110703002,110703002,110703002,110703002,110703002
110703004,110703004,bot2,110703004,110703004,110703004,107405221,110703004,108102055,110703004,Tie,-,110703004,108304034,110703004,109102027,109204039,110703004,110703004,110703004,110703004,-,110703005,110703006,110703004,110703009,110703011,110703012,110703004,110703014,110703015,110703017,110703018,110703019,110703020,110703004,110703004,110703004,110703025,110703004,110703004,-,Tie,-,110703039,110703004,110703041,110703004,Tie,Tie,110703046,-,110703004,110703049,110703004,110703004,110703004,110703004,110703054,110703055,110703057,110703058,Tie,110703060,110703004,Tie,110703004,110703004
110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,-,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,-,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703017,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,-,110703005,-,110703005,110703005,110703005,110703005,110703005,Tie,110703005,-,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005,110703005
110703006,110703006,bot2,110703006,107305111,107306007,107405221,110703006,108102055,110703006,108207438,-,110703006,108304034,110703006,109102027,109204039,110703006,109703065,109703066,110703002,110703004,110703005,-,110703006,110703009,110703011,110703006,110703006,110703014,110703006,110703017,110703018,110703019,Tie,110703006,110703006,110703024,110703025,110703006,110703006,-,110703037,-,110703039,110703006,110703041,110703006,110703006,Tie,110703046,-,110703006,110703049,110703006,110703006,110703006,110703053,110703054,110703055,110703006,110703006,110703059,110703006,110703006,110703006,110703006,110703006
110703007,bot1,bot2,bot3,107305111,107306007,107405221,107601127,108102055,108205031,108207438,-,108303067,108304034,108306017,109102027,109204039,109208064,109703065,109703066,110703002,110703004,110703005,110703006,-,110703009,110703011,110703012,110703013,110703014,110703015,110703017,110703018,110703019,110703020,110703022,110703023,110703024,110703025,110703026,110703028,-,110703037,-,110703039,110703040,110703041,110703043,110703044,110703045,110703046,-,110703048,110703049,110703050,110703051,110703052,110703053,110703054,110703055,110703057,110703058,110703059,110703060,110703061,110703062,110703064,110703065
110703009,110703009,110703009,110703009,110703009,107306007,110703009,110703009,108102055,110703009,110703009,-,110703009,108304034,110703009,109102027,109204039,110703009,110703009,110703009,110703009,110703009,110703005,110703009,110703009,-,110703011,110703009,110703009,Tie,110703009,110703009,110703009,110703009,110703009,110703009,110703009,110703009,110703009,110703009,110703009,-,110703009,-,110703039,110703009,110703009,110703009,110703009,Tie,110703046,-,110703009,110703049,110703009,110703009,110703009,110703009,110703054,110703009,110703009,110703009,110703009,110703009,110703009,110703009,110703009,110703009
110703011,110703011,110703011,110703011,110703011,110703011,110703011,110703011,110703011,110703011,110703011,-,110703011,110703011,110703011,110703011,110703011,110703011,110703011,Tie,110703011,110703011,110703011,110703011,110703011,110703011,-,Tie,110703011,110703011,110703011,110703011,110703018,110703011,110703011,110703011,110703011,Tie,110703011,110703011,110703011,-,110703011,-,110703011,110703011,110703011,110703011,110703011,Tie,110703011,-,110703011,110703011,110703011,110703011,110703011,110703011,110703011,110703011,110703011,110703011,110703011,Tie,110703011,110703011,110703011,110703011
110703012,110703012,bot2,110703012,110703012,110703012,107405221,110703012,108102055,110703012,110703012,-,110703012,108304034,110703012,109102027,110703012,110703012,109703065,Tie,110703002,110703004,110703005,110703006,110703012,110703009,Tie,-,110703012,110703014,110703015,110703017,110703018,110703019,110703020,110703012,110703012,Tie,110703025,110703012,110703012,-,110703037,-,110703039,110703012,110703041,110703012,110703012,Tie,110703046,-,110703012,110703049,110703012,110703012,110703012,110703012,110703054,110703055,110703057,110703058,110703012,Tie,110703012,110703012,110703012,110703012
110703013,bot1,bot2,bot3,107305111,107306007,107405221,107601127,108102055,108205031,108207438,-,108303067,108304034,108306017,109102027,109204039,109208064,109703065,109703066,110703002,110703004,110703005,110703006,110703007,110703009,110703011,110703012,-,110703014,110703015,110703017,110703018,110703019,110703020,110703022,110703023,110703024,110703025,110703026,110703028,-,110703037,-,110703039,110703040,110703041,110703043,110703044,110703045,110703046,-,110703048,110703049,110703050,110703051,110703052,110703053,110703054,110703055,110703057,110703058,110703059,110703060,110703061,110703062,110703064,110703065
110703014,110703014,110703014,110703014,110703014,110703014,107405221,110703014,110703014,110703014,110703014,-,110703014,108304034,110703014,109102027,110703014,110703014,110703014,110703014,110703014,110703014,110703005,110703014,110703014,110703009,110703011,110703014,110703014,-,110703014,110703017,110703018,110703014,110703014,110703014,110703014,110703014,110703014,110703014,110703014,-,110703014,-,110703039,110703014,110703041,110703014,110703014,Tie,110703046,-,110703014,110703049,110703014,110703014,110703014,110703014,110703054,110703014,110703014,110703014,110703014,110703014,110703014,110703014,110703014,110703014
110703015,Tie,110703015,Tie,107305111,107306007,107405221,Tie,108102055,108205031,108207438,-,Tie,108304034,Tie,109102027,109204039,110703015,109703065,109703066,110703002,110703004,110703005,110703006,110703015,110703009,110703011,110703012,110703015,110703014,-,110703017,110703018,110703019,110703020,Tie,110703015,110703024,110703025,110703026,110703015,-,110703037,-,110703039,110703015,110703041,110703015,110703044,Tie,110703046,-,110703015,110703049,110703050,110703015,110703015,110703053,110703054,110703055,110703057,110703058,110703059,110703060,110703015,110703062,110703015,110703015
110703017,110703017,110703017,110703017,110703017,110703017,107405221,110703017,110703017,110703017,110703017,-,110703017,110703017,110703017,109102027,110703017,110703017,110703017,110703017,110703017,110703017,110703017,110703017,110703017,110703017,110703011,110703017,110703017,110703017,110703017,-,110703017,110703017,110703017,110703017,110703017,110703017,110703017,110703017,110703017,-,110703017,-,110703017,110703017,110703017,110703017,110703017,Tie,110703017,-,110703017,110703049,110703017,110703017,110703017,110703017,110703017,110703017,110703017,110703017,110703017,110703017,110703017,110703017,110703017,110703017
110703018,110703018,110703018,110703018,110703018,110703018,107405221,110703018,108102055,110703018,110703018,-,110703018,108304034,110703018,109102027,110703018,110703018,109703065,Tie,110703018,110703018,110703005,110703006,110703018,110703018,Tie,Tie,110703018,110703014,110703018,110703017,-,110703018,110703018,110703018,110703018,Tie,110703025,110703018,110703018,-,Tie,-,110703039,110703018,110703041,110703018,110703018,Tie,110703046,-,110703018,110703018,110703018,110703018,110703018,110703018,110703054,110703055,110703018,110703058,110703018,Tie,110703018,110703018,110703018,110703018
110703019,110703019,bot2,110703019,110703019,110703019,107405221,110703019,110703019,110703019,110703019,-,110703019,108304034,110703019,109102027,109204039,110703019,109703065,110703019,110703019,110703019,110703005,110703019,110703019,110703009,110703011,110703019,110703019,110703014,110703019,110703017,110703018,-,110703019,110703019,110703019,110703019,110703019,110703019,110703019,-,110703019,-,110703039,110703019,110703041,110703019,110703019,Tie,110703046,-,110703019,110703049,110703019,110703019,110703019,110703019,110703019,110703019,110703019,110703019,110703019,110703019,110703019,110703019,110703019,110703019
110703020,110703020,110703020,110703020,110703020,110703020,107405221,110703020,108102055,110703020,110703020,-,110703020,108304034,110703020,109102027,109204039,110703020,109703065,110703020,110703020,110703020,110703005,110703006,110703020,110703020,110703011,110703020,110703020,110703020,110703020,110703017,110703018,110703020,-,110703020,110703020,110703020,110703020,110703020,110703020,-,110703037,-,110703020,110703020,110703041,110703020,110703020,Tie,110703046,-,110703020,110703049,110703020,110703020,110703020,110703020,110703054,110703020,110703020,110703020,110703020,110703020,110703020,110703020,110703020,110703020
110703022,Tie,bot2,Tie,107305111,107306007,107405221,Tie,108102055,108205031,108207438,-,Tie,108304034,Tie,110703022,109204039,110703022,109703065,109703066,110703002,110703004,110703005,110703006,110703022,110703009,110703011,110703012,110703022,110703014,110703015,110703017,110703018,110703019,110703020,-,110703022,110703024,110703025,110703026,110703022,-,110703037,-,110703039,110703022,110703041,110703022,110703044,Tie,110703046,-,110703022,110703049,110703050,110703022,110703022,110703053,110703054,110703055,110703057,110703058,110703059,110703060,110703022,110703062,110703022,110703022
110703023,bot1,bot2,bot3,107305111,107306007,107405221,107601127,108102055,108205031,108207438,-,108303067,108304034,108306017,109102027,109204039,109208064,109703065,109703066,110703002,110703004,110703005,110703006,110703007,110703009,110703011,110703012,110703013,110703014,110703015,110703017,110703018,110703019,110703020,110703022,-,110703024,110703025,110703026,110703028,-,110703037,-,110703039,110703040,110703041,110703043,110703044,110703045,110703046,-,110703048,110703049,110703050,110703051,110703052,110703053,110703054,110703055,110703057,110703058,110703059,110703060,110703061,110703062,110703064,110703065
110703024,110703024,110703024,110703024,110703024,110703024,107405221,110703024,108102055,110703024,110703024,-,110703024,108304034,110703024,109102027,110703024,110703024,109703065,110703024,110703024,110703024,110703005,110703024,110703024,110703009,110703011,110703024,110703024,110703014,110703024,110703017,110703018,110703024,110703024,110703024,110703024,-,110703024,110703024,110703024,-,110703024,-,110703039,110703024,110703041,110703024,110703024,Tie,110703046,-,110703024,110703049,110703024,110703024,110703024,110703024,110703054,110703024,110703024,110703024,110703024,110703024,110703024,110703024,110703024,110703024
110703025,110703025,110703025,110703025,110703025,107306007,107405221,110703025,110703025,110703025,110703025,-,110703025,108304034,110703025,109102027,109204039,110703025,109703065,110703025,110703002,110703025,110703005,110703006,110703025,110703009,110703011,110703025,110703025,110703014,110703025,110703017,110703018,Tie,110703025,110703025,110703025,110703025,-,110703025,110703025,-,110703037,-,110703039,110703025,110703041,110703025,110703025,Tie,110703046,-,110703025,110703049,110703025,110703025,110703025,110703025,110703054,110703055,Tie,110703025,110703025,110703025,110703025,110703025,110703025,110703025
110703026,110703026,bot2,110703026,110703026,107306007,107405221,110703026,108102055,110703026,110703026,-,110703026,108304034,110703026,109102027,109204039,110703026,109703065,Tie,110703002,110703004,110703005,110703006,110703026,110703009,Tie,Tie,110703026,110703014,110703015,110703017,110703018,110703019,110703020,110703026,110703026,Tie,110703025,-,110703026,-,110703037,-,110703039,110703026,110703041,110703026,110703026,Tie,110703046,-,110703026,110703049,110703026,110703026,110703026,110703026,110703054,110703055,110703057,110703058,110703026,Tie,110703026,110703026,110703026,110703026
110703028,bot1,bot2,bot3,107305111,107306007,107405221,107601127,108102055,108205031,108207438,-,108303067,108304034,108306017,109102027,109204039,110703028,109703065,109703066,110703002,110703004,110703005,110703006,110703007,110703009,110703011,110703012,110703028,110703014,110703015,110703017,110703018,110703019,110703020,110703022,110703028,110703024,110703025,110703026,-,-,110703037,-,110703039,110703028,110703041,110703028,110703044,110703045,110703046,-,110703028,110703049,110703050,110703028,110703028,110703053,110703054,110703055,110703057,110703058,110703059,110703060,110703028,110703062,110703028,110703065
110703029,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
110703037,110703037,bot2,110703037,110703037,110703037,107405221,110703037,110703037,110703037,110703037,-,110703037,110703037,110703037,110703037,110703037,110703037,110703037,110703037,110703037,110703037,110703005,110703037,110703037,110703037,110703011,110703037,110703037,110703037,110703037,110703017,110703037,110703037,110703037,110703037,110703037,110703037,110703037,110703037,110703037,-,-,-,110703037,110703037,110703037,110703037,110703037,Tie,110703037,-,110703037,110703049,110703037,110703037,110703037,110703037,110703054,110703037,110703037,110703037,110703037,110703037,110703037,110703037,110703037,110703037
110703038,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
110703039,110703039,110703039,110703039,110703039,110703039,107405221,110703039,108102055,110703039,110703039,-,110703039,108304034,110703039,110703039,110703039,110703039,109703065,110703039,110703039,110703039,110703005,110703039,110703039,110703009,110703011,110703039,110703039,110703039,110703039,110703017,110703018,110703039,110703039,110703039,110703039,110703039,110703039,110703039,110703039,-,110703039,-,-,110703039,110703039,110703039,110703039,Tie,110703046,-,110703039,110703039,110703039,110703039,110703039,110703039,110703039,110703039,110703039,110703039,110703039,110703039,110703039,110703039,110703039,110703039
110703040,bot1,bot2,bot3,107305111,107306007,107405221,107601127,108102055,108205031,108207438,-,108303067,108304034,108306017,109102027,109204039,109208064,109703065,109703066,110703002,110703004,110703005,110703006,110703007,110703009,110703011,110703012,110703013,110703014,110703015,110703017,110703018,110703019,110703020,110703022,110703023,110703024,110703025,110703026,110703028,-,110703037,-,110703039,-,110703041,110703043,110703044,110703045,110703046,-,110703048,110703049,110703050,110703051,110703052,110703053,110703054,110703055,110703057,110703058,110703059,110703060,110703061,110703062,110703064,110703065
110703041,110703041,110703041,110703041,110703041,110703041,107405221,110703041,108102055,110703041,110703041,-,110703041,108304034,110703041,109102027,110703041,110703041,110703041,110703041,110703041,110703041,110703005,110703041,110703041,110703041,110703011,110703041,110703041,110703041,110703041,110703017,110703041,110703041,110703020,110703041,110703041,110703041,110703041,110703041,110703041,-,110703041,-,110703041,110703041,-,110703041,110703041,Tie,110703046,-,110703041,110703049,110703041,110703041,110703041,110703041,110703054,110703041,110703041,110703041,110703041,110703041,110703041,110703041,110703041,110703041
110703043,bot1,bot2,bot3,107305111,107306007,107405221,107601127,108102055,108205031,108207438,-,108303067,108304034,108306017,109102027,109204039,109208064,109703065,109703066,110703002,110703004,110703005,110703006,110703007,110703009,110703011,110703012,110703013,110703014,110703015,110703017,110703018,110703019,110703020,110703022,110703023,110703024,110703025,110703026,110703028,-,110703037,-,110703039,110703040,110703041,-,110703044,110703045,110703046,-,110703048,110703049,110703050,110703051,110703052,110703053,110703054,110703055,110703057,110703058,110703059,110703060,110703061,110703062,110703064,110703065
110703044,Tie,bot2,Tie,107305111,107306007,107405221,Tie,108102055,108205031,108207438,-,Tie,108304034,Tie,109102027,109204039,110703044,109703065,109703066,110703002,110703004,110703005,110703006,110703044,110703009,110703011,110703012,110703044,110703014,110703015,110703017,110703018,110703019,110703020,Tie,110703044,110703024,110703025,110703026,110703044,-,110703037,-,110703039,110703044,110703041,110703044,-,Tie,110703046,-,110703044,110703049,110703050,110703044,110703044,110703053,110703054,110703055,110703057,110703058,110703059,110703060,110703044,110703062,110703044,110703044
110703045,110703045,bot2,110703045,110703045,107306007,107405221,110703045,108102055,110703045,110703045,-,110703045,108304034,110703045,109102027,109204039,110703045,109703065,110703045,110703045,110703045,110703005,110703045,110703045,110703009,110703011,110703045,110703045,110703014,110703045,110703017,110703018,110703045,110703045,110703045,110703045,110703045,110703045,110703045,110703045,-,110703045,-,110703039,110703045,110703041,110703045,110703045,-,110703046,-,110703045,110703049,110703045,110703045,110703045,110703045,110703054,110703045,110703045,110703045,110703045,110703045,110703045,110703045,110703045,110703045
110703046,110703046,bot2,110703046,110703046,107306007,107405221,110703046,108102055,110703046,110703046,-,110703046,108304034,110703046,109102027,Tie,110703046,109703065,110703046,Tie,110703004,110703005,Tie,110703046,110703009,110703011,110703046,110703046,110703014,110703046,110703017,110703018,110703046,110703046,110703046,110703046,110703046,110703025,110703046,110703046,-,110703037,-,110703039,110703046,110703041,110703046,110703046,Tie,-,-,110703046,110703049,110703046,110703046,110703046,110703046,110703054,Tie,110703046,110703046,110703046,110703046,110703046,110703046,110703046,110703046
110703047,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
110703048,110703048,bot2,bot3,110703048,110703048,107405221,110703048,108102055,108205031,108207438,-,110703048,108304034,110703048,109102027,110703048,110703048,109703065,110703048,110703048,Tie,110703005,110703048,110703048,110703009,110703011,110703048,110703048,110703048,110703048,110703017,110703018,110703048,110703020,110703048,110703048,110703048,110703048,110703048,110703048,-,110703048,-,110703039,110703048,110703041,110703048,110703048,Tie,110703046,-,-,110703049,110703048,110703048,110703048,110703048,110703054,110703055,110703048,110703048,110703059,110703048,110703048,110703048,110703048,110703048
110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,-,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703011,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,-,110703037,-,110703039,110703049,110703049,110703049,110703049,Tie,110703049,-,110703049,-,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049,110703049
110703050,110703050,bot2,110703050,107305111,107306007,107405221,110703050,108102055,Tie,108207438,-,110703050,108304034,110703050,109102027,109204039,110703050,109703065,109703066,110703002,110703004,110703005,110703006,110703050,110703009,110703011,110703012,110703050,110703014,110703015,110703017,110703018,110703019,110703020,110703050,110703050,110703024,110703025,110703050,110703050,-,110703037,-,110703039,110703050,110703041,110703050,110703044,Tie,110703046,-,110703050,110703049,-,110703050,110703050,110703050,110703054,110703055,110703057,110703058,110703059,110703060,110703050,110703062,110703050,110703050
